Timestamp,Symbol,Open,High,Low,Close,Volume
2023-06-01 00:00:00,BTCUSDT,27210.36000000,27350.00000000,26605.05000000,26817.93000000,39217.80880000
2023-06-02 00:00:00,BTCUSDT,26817.93000000,27300.00000000,26505.00000000,27242.59000000,36380.90269000
2023-06-03 00:00:00,BTCUSDT,27242.59000000,27333.29000000,26914.93000000,27069.22000000,16595.34117000
2023-06-04 00:00:00,BTCUSDT,27069.22000000,27455.02000000,26951.00000000,27115.21000000,19258.41049000
2023-06-05 00:00:00,BTCUSDT,27115.20000000,27129.33000000,25388.00000000,25728.20000000,65805.60305000
2023-06-06 00:00:00,BTCUSDT,25728.20000000,27355.33000000,25351.02000000,27230.08000000,68392.60438000
2023-06-07 00:00:00,BTCUSDT,27230.07000000,27391.77000000,26125.01000000,26339.34000000,59619.44364000
2023-06-08 00:00:00,BTCUSDT,26339.34000000,26810.00000000,26210.00000000,26498.61000000,31075.51083000
2023-06-09 00:00:00,BTCUSDT,26498.62000000,26783.33000000,26269.91000000,26477.81000000,27934.70970000
2023-06-10 00:00:00,BTCUSDT,26477.80000000,26533.87000000,25358.00000000,25841.21000000,64944.60108000
2023-06-11 00:00:00,BTCUSDT,25841.22000000,26206.88000000,25634.70000000,25925.55000000,30014.29595000
2023-06-12 00:00:00,BTCUSDT,25925.54000000,26106.48000000,25602.11000000,25905.19000000,29900.50893000
2023-06-13 00:00:00,BTCUSDT,25905.20000000,26433.21000000,25712.57000000,25934.25000000,41065.60853000
2023-06-14 00:00:00,BTCUSDT,25934.24000000,26055.99000000,25837.13000000,25885.24000000,5066.45544000
2023-06-01 00:00:00,ETHUSDT,1873.63000000,1889.20000000,1840.00000000,1861.78000000,270496.60970000
2023-06-02 00:00:00,ETHUSDT,1861.78000000,1910.00000000,1847.51000000,1906.68000000,313004.06580000
2023-06-03 00:00:00,ETHUSDT,1906.69000000,1907.92000000,1881.60000000,1892.06000000,148818.24270000
2023-06-04 00:00:00,ETHUSDT,1892.05000000,1914.63000000,1884.22000000,1890.01000000,172683.01190000
2023-06-05 00:00:00,ETHUSDT,1890.00000000,1890.63000000,1778.00000000,1810.50000000,555361.26830000
2023-06-06 00:00:00,ETHUSDT,1810.49000000,1898.29000000,1797.18000000,1884.64000000,491407.21740000
2023-06-07 00:00:00,ETHUSDT,1884.65000000,1897.80000000,1821.18000000,1832.13000000,429196.70640000
2023-06-08 00:00:00,ETHUSDT,1832.12000000,1861.28000000,1828.31000000,1845.64000000,189270.48530000
2023-06-09 00:00:00,ETHUSDT,1845.65000000,1855.00000000,1827.00000000,1840.37000000,198324.32520000
2023-06-10 00:00:00,ETHUSDT,1840.37000000,1844.99000000,1715.03000000,1751.53000000,652324.66950000
2023-06-11 00:00:00,ETHUSDT,1751.52000000,1778.25000000,1738.72000000,1752.76000000,219956.24340000
2023-06-12 00:00:00,ETHUSDT,1752.77000000,1759.33000000,1720.00000000,1742.57000000,302132.48190000
2023-06-13 00:00:00,ETHUSDT,1742.57000000,1770.13000000,1724.22000000,1740.12000000,284268.00180000
2023-06-14 00:00:00,ETHUSDT,1740.12000000,1748.45000000,1737.00000000,1740.37000000,36159.33250000
2023-06-01 00:00:00,BNBUSDT,306.80000000,307.70000000,303.10000000,304.90000000,255618.72200000
2023-06-02 00:00:00,BNBUSDT,304.90000000,308.40000000,303.10000000,307.20000000,300583.67500000
2023-06-03 00:00:00,BNBUSDT,307.30000000,308.20000000,303.00000000,306.60000000,158805.92600000
2023-06-04 00:00:00,BNBUSDT,306.60000000,307.60000000,304.50000000,305.00000000,187805.42700000
2023-06-05 00:00:00,BNBUSDT,305.10000000,305.10000000,272.00000000,276.90000000,1096020.01900000
2023-06-06 00:00:00,BNBUSDT,277.00000000,285.80000000,273.20000000,281.20000000,708685.58000000
2023-06-07 00:00:00,BNBUSDT,281.20000000,281.80000000,253.40000000,259.30000000,1188263.83700000
2023-06-08 00:00:00,BNBUSDT,259.30000000,267.50000000,257.10000000,262.00000000,579854.02000000
2023-06-09 00:00:00,BNBUSDT,261.90000000,264.40000000,255.70000000,260.50000000,509660.50100000
2023-06-10 00:00:00,BNBUSDT,260.60000000,260.70000000,228.40000000,238.70000000,1603602.20200000
2023-06-11 00:00:00,BNBUSDT,238.80000000,239.30000000,233.40000000,235.40000000,402562.35900000
2023-06-12 00:00:00,BNBUSDT,235.40000000,239.30000000,220.40000000,231.30000000,1579141.84000000
2023-06-13 00:00:00,BNBUSDT,231.30000000,247.00000000,228.70000000,244.20000000,1230681.02100000
2023-06-14 00:00:00,BNBUSDT,244.10000000,252.80000000,243.50000000,248.70000000,333857.76300000
2023-06-01 00:00:00,SUIUSDT,0.97460000,0.97940000,0.94000000,0.94610000,27771579.70000000
2023-06-02 00:00:00,SUIUSDT,0.94600000,0.96300000,0.90500000,0.94140000,47950317.10000000
2023-06-03 00:00:00,SUIUSDT,0.94140000,0.95680000,0.90680000,0.93330000,33017243.70000000
2023-06-04 00:00:00,SUIUSDT,0.93320000,0.97850000,0.92660000,0.96020000,34127551.50000000
2023-06-05 00:00:00,SUIUSDT,0.96040000,0.97150000,0.75000000,0.81690000,109983171.50000000
2023-06-06 00:00:00,SUIUSDT,0.81710000,0.84960000,0.75530000,0.83140000,52909918.40000000
2023-06-07 00:00:00,SUIUSDT,0.83140000,0.83140000,0.74330000,0.75720000,47751309.20000000
2023-06-08 00:00:00,SUIUSDT,0.75720000,0.79370000,0.71500000,0.72870000,50960158.80000000
2023-06-09 00:00:00,SUIUSDT,0.72870000,0.76270000,0.71020000,0.73820000,48520864.70000000
2023-06-10 00:00:00,SUIUSDT,0.73820000,0.74170000,0.51000000,0.60950000,122857844.80000000
2023-06-11 00:00:00,SUIUSDT,0.60950000,0.62420000,0.58650000,0.60550000,45461605.70000000
2023-06-12 00:00:00,SUIUSDT,0.60540000,0.68760000,0.56930000,0.66330000,95056078.10000000
2023-06-13 00:00:00,SUIUSDT,0.66330000,0.72940000,0.66180000,0.69830000,95846339.60000000
2023-06-14 00:00:00,SUIUSDT,0.69820000,0.71310000,0.68480000,0.69050000,14557426.90000000
2023-06-01 00:00:00,IDUSDT,0.46228000,0.47299000,0.45262000,0.45777000,19217137.00000000
2023-06-02 00:00:00,IDUSDT,0.45787000,0.47541000,0.45075000,0.47013000,25277421.00000000
2023-06-03 00:00:00,IDUSDT,0.46998000,0.47243000,0.45600000,0.45981000,13480029.00000000
2023-06-04 00:00:00,IDUSDT,0.45981000,0.47054000,0.45470000,0.46388000,13256816.00000000
2023-06-05 00:00:00,IDUSDT,0.46388000,0.46562000,0.35134000,0.38110000,81143993.00000000
2023-06-06 00:00:00,IDUSDT,0.38112000,0.39200000,0.36372000,0.38551000,57691743.00000000
2023-06-07 00:00:00,IDUSDT,0.38550000,0.38552000,0.33504000,0.34397000,60165046.00000000
2023-06-08 00:00:00,IDUSDT,0.34397000,0.35150000,0.33341000,0.34092000,25559603.00000000
2023-06-09 00:00:00,IDUSDT,0.34104000,0.35280000,0.33102000,0.33998000,29699085.00000000
2023-06-10 00:00:00,IDUSDT,0.33998000,0.34088000,0.24733000,0.26741000,120694511.00000000
2023-06-11 00:00:00,IDUSDT,0.26741000,0.27201000,0.25643000,0.26410000,39793290.00000000
2023-06-12 00:00:00,IDUSDT,0.26407000,0.28284000,0.24748000,0.27743000,55125875.00000000
2023-06-13 00:00:00,IDUSDT,0.27728000,0.30098000,0.27202000,0.28754000,58231547.00000000
2023-06-14 00:00:00,IDUSDT,0.28759000,0.29524000,0.28538000,0.28922000,7173658.00000000
2023-06-01 00:00:00,RDNTUSDT,0.30210000,0.30600000,0.29080000,0.30000000,12777462.00000000
2023-06-02 00:00:00,RDNTUSDT,0.29980000,0.33380000,0.29560000,0.32870000,52184373.00000000
2023-06-03 00:00:00,RDNTUSDT,0.32870000,0.34150000,0.32290000,0.33220000,36359021.00000000
2023-06-04 00:00:00,RDNTUSDT,0.33230000,0.33630000,0.32070000,0.32320000,19928376.00000000
2023-06-05 00:00:00,RDNTUSDT,0.32310000,0.32380000,0.24960000,0.27380000,60780339.00000000
2023-06-06 00:00:00,RDNTUSDT,0.27380000,0.30570000,0.26660000,0.30050000,50482200.00000000
2023-06-07 00:00:00,RDNTUSDT,0.30060000,0.30330000,0.27770000,0.29120000,52145382.00000000
2023-06-08 00:00:00,RDNTUSDT,0.29100000,0.31690000,0.28700000,0.29520000,52546055.00000000
2023-06-09 00:00:00,RDNTUSDT,0.29520000,0.30740000,0.28860000,0.29640000,27438283.00000000
2023-06-10 00:00:00,RDNTUSDT,0.29610000,0.29670000,0.24530000,0.25380000,76397766.00000000
2023-06-11 00:00:00,RDNTUSDT,0.25390000,0.25730000,0.24880000,0.24990000,16967792.00000000
2023-06-12 00:00:00,RDNTUSDT,0.24980000,0.25780000,0.23710000,0.25510000,31759958.00000000
2023-06-13 00:00:00,RDNTUSDT,0.25510000,0.27360000,0.25060000,0.25970000,39359383.00000000
2023-06-14 00:00:00,RDNTUSDT,0.25970000,0.26510000,0.25870000,0.26030000,5205759.00000000
2023-06-01 00:00:00,ADAUSDT,0.37440000,0.37580000,0.36080000,0.36440000,93248479.90000000
2023-06-02 00:00:00,ADAUSDT,0.36440000,0.37940000,0.36190000,0.37820000,71763680.00000000
2023-06-03 00:00:00,ADAUSDT,0.37820000,0.37820000,0.37290000,0.37590000,27741856.80000000
2023-06-04 00:00:00,ADAUSDT,0.37600000,0.38190000,0.37480000,0.37730000,41513359.60000000
2023-06-05 00:00:00,ADAUSDT,0.37730000,0.37910000,0.34670000,0.35140000,112815250.30000000
2023-06-06 00:00:00,ADAUSDT,0.35140000,0.35690000,0.33650000,0.35310000,90606305.00000000
2023-06-07 00:00:00,ADAUSDT,0.35300000,0.35310000,0.31770000,0.32230000,150728402.30000000
2023-06-08 00:00:00,ADAUSDT,0.32230000,0.33080000,0.31980000,0.32280000,104686899.30000000
2023-06-09 00:00:00,ADAUSDT,0.32290000,0.32400000,0.29020000,0.29510000,246384470.80000000
2023-06-10 00:00:00,ADAUSDT,0.29510000,0.29530000,0.22000000,0.27470000,757333075.30000000
2023-06-11 00:00:00,ADAUSDT,0.27480000,0.28000000,0.25900000,0.27200000,262186505.20000000
2023-06-12 00:00:00,ADAUSDT,0.27190000,0.28650000,0.26480000,0.27480000,222382051.80000000
2023-06-13 00:00:00,ADAUSDT,0.27470000,0.28960000,0.26840000,0.27520000,156748499.80000000
2023-06-14 00:00:00,ADAUSDT,0.27520000,0.27730000,0.27260000,0.27420000,16187503.30000000
2023-06-01 00:00:00,SOLUSDT,20.82000000,20.98000000,20.41000000,20.49000000,1732297.47000000
2023-06-02 00:00:00,SOLUSDT,20.49000000,21.37000000,20.30000000,21.26000000,2068166.11000000
2023-06-03 00:00:00,SOLUSDT,21.26000000,21.35000000,20.95000000,21.19000000,1130915.88000000
2023-06-04 00:00:00,SOLUSDT,21.19000000,22.30000000,21.03000000,21.82000000,2800007.16000000
2023-06-05 00:00:00,SOLUSDT,21.83000000,22.06000000,19.03000000,20.00000000,6215040.24000000
2023-06-06 00:00:00,SOLUSDT,20.01000000,20.70000000,19.23000000,20.38000000,4383534.14000000
2023-06-07 00:00:00,SOLUSDT,20.38000000,20.53000000,18.50000000,18.64000000,3842270.95000000
2023-06-08 00:00:00,SOLUSDT,18.64000000,19.11000000,18.23000000,18.89000000,2669714.01000000
2023-06-09 00:00:00,SOLUSDT,18.88000000,19.37000000,17.11000000,17.40000000,4755455.49000000
2023-06-10 00:00:00,SOLUSDT,17.40000000,17.43000000,12.80000000,15.61000000,17211734.83000000
2023-06-11 00:00:00,SOLUSDT,15.61000000,16.18000000,15.11000000,15.55000000,6064017.28000000
2023-06-12 00:00:00,SOLUSDT,15.55000000,15.69000000,14.74000000,15.19000000,5195357.99000000
2023-06-13 00:00:00,SOLUSDT,15.19000000,16.00000000,14.76000000,15.04000000,4814274.27000000
2023-06-14 00:00:00,SOLUSDT,15.03000000,15.30000000,14.92000000,15.14000000,554413.40000000
2023-06-01 00:00:00,DOTUSDT,5.31500000,5.33500000,5.18700000,5.20600000,2320022.58000000
2023-06-02 00:00:00,DOTUSDT,5.20600000,5.43500000,5.16000000,5.27800000,2814835.17000000
2023-06-03 00:00:00,DOTUSDT,5.27700000,5.34100000,5.24000000,5.34100000,1228101.12000000
2023-06-04 00:00:00,DOTUSDT,5.34100000,5.38400000,5.30600000,5.31400000,1791577.75000000
2023-06-05 00:00:00,DOTUSDT,5.31400000,5.32200000,4.90000000,5.06500000,5436176.70000000
2023-06-06 00:00:00,DOTUSDT,5.06500000,5.27000000,4.98500000,5.20200000,3042165.47000000
2023-06-07 00:00:00,DOTUSDT,5.20200000,5.21200000,4.97600000,5.02400000,2788128.22000000
2023-06-08 00:00:00,DOTUSDT,5.02400000,5.05800000,4.97700000,5.02300000,2253377.78000000
2023-06-09 00:00:00,DOTUSDT,5.02300000,5.07000000,4.93000000,4.98200000,1851425.12000000
2023-06-10 00:00:00,DOTUSDT,4.98200000,4.98600000,4.20000000,4.51700000,11793308.25000000
2023-06-11 00:00:00,DOTUSDT,4.51600000,4.55300000,4.42400000,4.52300000,2824128.89000000
2023-06-12 00:00:00,DOTUSDT,4.52300000,4.55600000,4.41100000,4.53500000,2692091.23000000
2023-06-13 00:00:00,DOTUSDT,4.53500000,4.72100000,4.49500000,4.62700000,2663019.47000000
2023-06-14 00:00:00,DOTUSDT,4.62700000,4.65200000,4.61000000,4.62600000,414552.12000000
